id,first_name,last_name,email,ip_address,customer_id,follow_success,user_agent,geo_lat,geo_lon,date
34,Chickie,Lewknor,clewknorx@theatlantic.com,31.205.251.244,4271744c-744a-4016-b5d7-fbbfafcf509c,true,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",14.565668,121.0317737,2:43 PM
35,Hedvig,O' Gara,hogaray@t.co,99.115.70.32,9a0e0f7b-0b8b-4992-af70-307d3c873347,true,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763",30.920727,116.670173,12:15 AM
36,Lynnett,Pirolini,lpiroliniz@adobe.com,89.144.68.100,4e6a46e7-2ee4-4c4b-8f06-6e44d64e1337,true,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,48.4442035,31.0795105,7:03 AM
37,Mada,Roughley,mroughley10@china.com.cn,224.253.4.92,da11687d-4007-4a4b-a0df-b6ff46142424,true,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",22.9062278,-81.8716058,6:25 AM
38,Starla,Foxten,sfoxten11@google.co.jp,156.107.98.222,a345f476-8d5d-4e53-a607-64a61fac0e49,false,Mozilla/5.0 (Android 9; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0,20.9493584,105.8444419,10:55 AM
39,Miranda,Dahlgren,mdahlgren12@desdev.cn,198.6.205.114,183ff3b6-ea8b-4a67-b0b3-09f0f7b5991d,false,"Mozilla/5.0 (Linux; U; Android 2.2) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1",-31.6252512,-64.4385856,8:37 PM
40,Berke,Edling,bedling13@wikipedia.org,110.97.205.221,8fc6f239-f54e-4945-b073-a0a24c8c27c2,false,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1 Mobile/15E148 Safari/604.1",22.972973,113.561495,5:18 AM
41,Wynnie,MacCambridge,wmaccambridge14@wikimedia.org,170.87.184.21,51f94043-df4c-4500-a4d3-4060441f93bb,false,"Mozilla/5.0 (Linux; Android 7.1.2; AFTMM Build/NS6265; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.110 Mobile Safari/537.36",24.723961,116.732091,10:49 PM
42,Mic,Wallwood,mwallwood15@psu.edu,184.51.194.14,6fed0823-6143-410b-a009-3be18387a899,true,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",45.9015821,13.8803513,8:23 AM
43,Dora,Cockshut,dcockshut16@home.pl,99.27.73.8,4ba0de30-665d-42da-a857-4ddb4916a508,false,"Mozilla/5.0 (Linux; U; Android 2.2) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1",49.658104,18.5277819,8:25 PM
44,Sisely,Totton,stotton17@cbslocal.com,172.98.17.75,0ccfb7ec-aff1-4418-8b5f-c6e54517e782,true,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",48.6282422,38.3727153,7:46 AM
45,Robbin,Longcake,rlongcake18@tinypic.com,143.199.50.234,ee92de2c-2c87-4cb5-be30-b3d6b65c63d4,false,"Mozilla/5.0 (Linux; Android 7.1.2; AFTMM Build/NS6265; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.110 Mobile Safari/537.36",33.5050373,130.3331069,11:41 AM
46,Andreana,Yerby,ayerby19@google.de,30.21.211.209,7986def1-d2c5-4d6d-a139-cd45af90c670,true,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,36.650038,101.766228,10:50 PM
47,Port,Larmet,plarmet1a@elegantthemes.com,137.151.178.108,40c90c3c-cbaf-4332-a732-122e470fc32d,true,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",45.521519,3.5276642,4:26 AM
48,Marjie,McGreal,mmcgreal1b@plala.or.jp,247.150.67.37,d146dcf5-edf0-44b3-a3d0-eb3aa42f5c06,false,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1 Mobile/15E148 Safari/604.1",36.504083,138.1146139,1:18 AM
49,Glendon,Fermor,gfermor1c@infoseek.co.jp,190.34.69.113,d5a86af8-ae7e-4aa1-b6f8-be237a417216,false,"Mozilla/5.0 (Linux; Android 7.1.2; AFTMM Build/NS6265; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.110 Mobile Safari/537.36",-34.7235134,-58.7945777,2:52 AM
50,Davina,Scarce,dscarce1d@usda.gov,10.44.54.34,c96863a6-dcb8-4bf9-9653-3eb425904def,false,Mozilla/5.0 (Android 9; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0,59.5138669,16.0069361,5:27 AM
51,Harlie,Dineges,hdineges1e@gnu.org,156.233.48.36,2042adb8-229b-489c-bc32-c8476370a740,true,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",20.543509,-97.4252917,7:24 AM
52,Nan,Bourdel,nbourdel1f@jiathis.com,101.168.80.92,b9dbc9fb-8a34-4e32-9bbc-d3ecb0aeb36c,false,Mozilla/5.0 (Android 9; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0,-6.1859723,106.8909003,11:49 AM
53,Walsh,Parratt,wparratt1g@nba.com,0.14.253.33,fad36950-9388-47d1-a5fe-1d8fd4db87a2,false,Mozilla/5.0 (Android 9; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0,15.488092,114.404754,10:53 PM
54,Simonne,Gentile,sgentile1h@miitbeian.gov.cn,217.51.87.119,5950587a-9da3-4e52-b41b-6bb2539e6543,true,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",33.120548,35.4335263,5:03 AM
55,Gothart,Hirsthouse,ghirsthouse1i@biblegateway.com,205.33.219.16,f6e3bbfd-0e74-44e0-82ca-fd30f9513a7c,true,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763",3.0708714,99.4172728,5:51 AM
56,Nyssa,Pechard,npechard1j@amazon.com,165.122.233.160,710e6a91-c660-472e-9297-90f1fd6b5ee0,false,Mozilla/5.0 (Android 9; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0,18.2901598,-71.1389101,9:51 PM
57,My,Anyon,manyon1k@theatlantic.com,199.149.146.94,1976d9ee-f54a-4e13-b8d0-3c25f856cf57,true,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,6.2907432,-10.7605239,2:03 PM
58,Jocelin,Fewkes,jfewkes1l@home.pl,41.253.91.34,06dc2250-34e7-4cb9-96aa-f99452ae6e16,true,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,51.6455621,117.5825811,9:41 PM
59,El,Duerdin,eduerdin1m@princeton.edu,149.136.127.40,17a67477-76cf-4f3c-8a40-da79d3ee9b63,true,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,-7.5421424,109.7651203,1:46 PM
60,Andra,Greenset,agreenset1n@reverbnation.com,140.2.166.250,56fd90e4-b74b-42b3-b280-0b5b218167a6,true,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",18.9351075,-70.405585,8:58 AM
61,Liz,Rockell,lrockell1o@linkedin.com,246.213.53.222,8ac5b44a-3f0b-4a56-976d-f99054916423,false,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1 Mobile/15E148 Safari/604.1",47.585569,18.3979984,7:06 PM
62,Amalia,Chesher,achesher1p@1688.com,125.228.113.80,24cc16b0-e19a-41bb-a9a1-9314fc989b90,false,"Mozilla/5.0 (Linux; Android 7.1.2; AFTMM Build/NS6265; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.110 Mobile Safari/537.36",-7.3161209,112.7405377,3:38 PM
63,Gerianna,Jimson,gjimson1q@geocities.jp,26.100.154.124,55d2a8c2-8e90-4f17-9392-93776890f236,false,"Mozilla/5.0 (Linux; Android 7.1.2; AFTMM Build/NS6265; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.110 Mobile Safari/537.36",30.031533,101.014425,9:18 AM
64,Lemmy,Arthars,larthars1r@phpbb.com,14.225.41.114,aa2c6565-8fc1-47f0-9d9b-78996674b32b,false,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1 Mobile/15E148 Safari/604.1",-9.889875,124.3032719,10:47 AM
65,Baxter,Chattell,bchattell1s@tripadvisor.com,173.29.240.193,a625b7ac-f059-458c-925b-4ac4b79d6d05,true,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,47.794456,3.5751746,5:05 PM
66,Gardiner,Zorzenoni,gzorzenoni1t@imageshack.us,102.46.130.195,63337c22-78e2-458f-93d6-bac945a20d89,true,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",4.6333268,9.4450439,12:12 PM
67,Lina,McKevitt,lmckevitt1u@mashable.com,61.166.67.73,b0fe2cf0-d189-4872-a140-730307335538,true,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36",17.1013958,121.8608082,11:36 PM
68,Susanne,Stuchbury,sstuchbury1v@liveinternet.ru,67.164.156.220,93a49a55-8f18-4c5c-a5b3-8470baa0dfdc,false,"Mozilla/5.0 (Linux; Android 7.1.2; AFTMM Build/NS6265; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.110 Mobile Safari/537.36",54.9896116,57.6874206,9:12 PM
69,Eldin,Topp,etopp1w@buzzfeed.com,212.23.206.194,f5bdf173-e81f-4fd1-9238-d60ec297863b,false,Mozilla/5.0 (Android 9; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0,-8.4181686,118.2818967,7:40 PM
70,Darline,Beckwith,dbeckwith1x@pinterest.com,6.148.139.110,8aacc612-b2ab-4790-a5c9-a3c59c388a55,true,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763",46.068811,6.568907,3:22 AM
71,Marcella,Christophe,mchristophe1y@comsenz.com,249.43.128.249,c3e5edaa-0338-43d7-8a8f-44a4c7ebceb8,true,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",-31.4531985,-64.1565402,3:37 AM
72,Haily,Sherbrooke,hsherbrooke1z@webs.com,246.177.176.75,9c8458ee-b2e6-4692-bc60-f2db35dfb466,false,"Mozilla/5.0 (Linux; U; Android 2.2) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1",35.6353092,35.9546934,9:59 PM
73,Giacinta,Hurl,ghurl20@ihg.com,159.134.134.216,fee5b63b-a5aa-47af-a1ab-c3918ec98e43,true,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",18.5459909,-70.5072599,1:50 AM
74,Eddie,Rule,erule21@wordpress.org,40.188.165.19,627043a2-3ad7-4da0-9400-4411e88ca6a8,false,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",31.363043,72.98757,11:09 AM
75,Patrizius,Whitelock,pwhitelock22@princeton.edu,254.109.163.187,8fac3ba3-093c-42b6-9b06-939fd5c76161,false,Mozilla/5.0 (Android 9; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0,9.8294983,-83.8539514,6:02 AM
76,Idalina,Boxe,iboxe23@adobe.com,85.179.0.56,30f5454d-daf4-4991-9f16-edbf1f89601a,false,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1 Mobile/15E148 Safari/604.1",10.3765284,106.3438891,4:24 AM
77,Jackson,Alwin,jalwin24@ovh.net,130.118.11.155,471a2712-2f26-4e1d-98bd-b0aa7c76ff66,false,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1 Mobile/15E148 Safari/604.1",49.0965676,-117.71173,12:41 AM
78,Cob,Peake,cpeake25@instagram.com,249.152.225.103,fe4245ae-cc7b-4c85-b14b-0da7dd26ca5b,false,Mozilla/5.0 (Android 9; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0,37.093946,110.593127,8:51 PM
79,Benedikt,Yosifov,byosifov26@prnewswire.com,145.153.218.38,c87cf3f2-86b2-4abc-baf9-02e7e3c24fbe,true,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,47.6999935,131.1243299,3:59 PM
80,Jsandye,Lathwell,jlathwell27@cpanel.net,140.192.191.106,be1b6846-de0a-48e0-8def-030b2c71a609,true,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,44.0300904,43.1270513,2:59 PM
81,Arabella,Smail,asmail28@census.gov,223.136.172.12,251bb51d-d205-4627-b1f6-b935b5da0e32,false,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",15.8800584,108.3380469,10:07 PM
82,Neill,Borghese,nborghese29@ustream.tv,103.106.60.57,804eea64-e541-48fa-9d18-029471bf1ff4,true,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",-25.3810275,-57.1577041,10:03 PM
83,Margarethe,Bleier,mbleier2a@fotki.com,73.79.240.248,5c4e3a24-6c85-4ac2-8bb9-8b5067eb7086,true,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",27.5920869,89.8797459,4:44 PM
84,Wilburt,Murgatroyd,wmurgatroyd2b@istockphoto.com,213.32.157.15,7cf55033-1080-4f7b-b597-5b197e470f2f,false,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1 Mobile/15E148 Safari/604.1",6.5411018,101.2804075,7:10 PM
85,Dagny,Dowears,ddowears2c@nbcnews.com,38.30.85.229,dd523e8e-dd6e-4f1e-a454-4341dc51fd0e,false,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",53.340959,83.777896,8:41 PM
86,Elliot,Symon,esymon2d@ask.com,118.83.67.96,f72e004f-7aa6-4563-9a7c-3c07dc0997c8,true,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763",14.2724013,-90.7746443,12:53 AM
87,Harley,Ruoff,hruoff2e@taobao.com,38.154.202.128,92e5dc7a-f500-4f4c-8831-30f7eb97dc80,false,Mozilla/5.0 (Android 9; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0,24.77848,110.496593,8:14 AM
88,Joachim,Giacopelo,jgiacopelo2f@etsy.com,66.82.11.173,fc4db8a6-ec4b-462a-89d5-178a6fd1ba26,true,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763",24.919493,102.478494,4:11 PM
89,Lazare,Dulwitch,ldulwitch2g@businesswire.com,56.129.76.48,df208b5d-563a-4fe4-9374-72a9de434797,true,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,50.7218455,8.3073813,8:06 PM
90,Elias,Bullimore,ebullimore2h@163.com,186.17.147.49,bb9f759a-5c5e-42fb-a078-1529c2069116,true,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,48.6943534,25.1747279,8:09 AM
